Aishe Code,Name,State,District,Website,Year Of Establishment,Location
U-1053,OM STERLING GLOBAL UNIVERSITY,Haryana,Hisar,www.osgu.ac.in,2019,Rural
U-0173,"O. P. Jindal Global University, Sonipat",Haryana,Sonipat,www.jgu.edu.in,2009,Rural
U-0832,OP JINDAL UNIVERSITY,Chhattisgarh,Raigarh,www.opju.ac.in,2014,Rural
U-0662,"ORIENTAL UNIVERSITY,INDORE",Madhya Pradesh,Indore,www.oui.edu.in,2011,Rural
U-0416,"Pacific Academy of Higher Education Research University, Udaipur",Rajasthan,Udaipur,www.pacific-university.ac.in,2010,Rural
U-0758,PACIFIC MEDICAL UNIVERSITY,Rajasthan,Udaipur,www.pacificmedicaluniversity.ac.in,2014,Rural
U-0147,"PANDIT DEENDAYAL ENERGY UNIVERSITY, GANDHI NAGAR",Gujarat,Gandhinagar,www.pdpu.ac.in,2007,Urban
U-1446,Pannadhay University,Sikkim,Soreng,,-,Rural
U-0763,PARUL UNIVERSITY,Gujarat,Vadodara,www.paruluniversity.ac.in,2015,Rural
U-0910,PDM University,Haryana,Jhajjar,www.pdm.ac.in,1995,Urban
U-0655,PEOPLES UNIVERSITY,Madhya Pradesh,Bhopal,www.peoplesuniversity.edu.in,2011,Urban
U-0733,"PES UNIVERSITY, BANGLORE",Karnataka,Bengaluru Urban,www.pes.edu,1988,Urban
U-1417,Phonics University,Uttarakhand,Haridwar,,-,Urban
U-1275,PIMPRI CHINCHWAD UNIVERSITY,Maharashtra,Pune,www.pcu.edu.in,-,Rural
U-0858,P.K. UNIVERSITY,Madhya Pradesh,Shivpuri,pkuniversity.edu.in,2015,Rural
U-1170,PLAKSHA UNIVERSITY,Punjab,S.A.S Nagar,www.plaksha.edu.in,2021,Urban
U-0843,PLASTINDIA INTERNATIONAL UNIVERSITY,Gujarat,Valsad,www.plastindia.edu.in,2016,Urban
U-0752,POORNIMA UNIVERSITY,Rajasthan,Jaipur,www.poornima.edu.in,2012,Rural
U-0873,P.P. Savani University,Gujarat,Surat,www.ppsu.ac.in,2015,Rural
U-1313,Pragjyotishpur University,Assam,Kamrup Metro,https://pju.edu.in,-,Rural
U-0816,PRATAP UNIVERSITY,Rajasthan,Jaipur,www.pratapuniversity.in,2011,Rural
U-0876,"PRESIDENCY UNIVERSITY , BENGALURU",Karnataka,Bengaluru Urban,www.presidencyuniversity.in,2014,Urban
U-1303,PRESTIGE UNIVERSITY,Madhya Pradesh,Indore,https://prestigeuniversity.edu.in/,-,Rural
U-0950,Quantum University,Uttarakhand,Haridwar,www.quantumuniversity.edu.in,2017,Rural
U-0656,RABINDRANATH TAGORE UNIVERSITY,Madhya Pradesh,Raisen,www.rntu.ac.in,2010,Rural
U-1075,RADHA GOVIND UNIVERSITY,Jharkhand,Ramgarh,www.rguniversity.edu.in,2018,Rural
U-0640,RAFFLES UNIVERSITY,Rajasthan,Alwar,https://rafflesuniversity.edu.in/,2011,Rural
U-0726,"RAI TECHNOLOGY UNIVERSITY, BANGALORE",Karnataka,Bengaluru Urban,https://www.raitechuniversity.in,2014,Rural
U-0790,RAI UNIVERSITY,Gujarat,Ahmedabad,www.raiuniversity.edu,2012,Rural
U-1268,RAJJU SHROFF ROFEL UNIVERSITY,Gujarat,Valsad,www.rsru.edu.in,-,Urban
U-0808,RAMA UNIVERSITY UTTAR PRADESH,Uttar Pradesh,Kanpur Nagar,www.ramauniversity.ac.in,2014,Rural
U-1072,RAMCHANDRA CHANDRAVANSI UNIVERSITY,Jharkhand,Palamu,www.rcu.edu.in,2018,Urban
U-1336,Ramdeobaba University,Maharashtra,Nagpur,www.rbunagpur.in,-,Urban
U-1063,RAM KRISHNA DHARMARTH FOUNDATION (RKDF) UNIVERSITY,Jharkhand,Ranchi,https://rkdfuniversity.org,2018,Urban
U-0908,Ras Bihari Bose Subharti University,Uttarakhand,Dehradun,www.rbbsu.edu.in,2016,Rural
U-1431,Rayat Bahra Professional University,Punjab,Hoshiarpur,,-,Rural
U-0769,RAYAT BAHRA UNIVERSITY,Punjab,S.A.S Nagar,www.rayatbahrauniversity.edu.in,2005,Rural
U-0940,Renaissance University,Madhya Pradesh,Indore,renaissance.ac.in,2018,Urban
U-0725,"REVA UNIVERSITY, BANGALORE",Karnataka,Bengaluru Urban,www.reva.edu.in,2013,Urban
U-0822,RIMT UNIVERSITY,Punjab,Fatehgarh Sahib,rimt.ac.in,2015,Urban
U-1109,RISHIHOOD UNIVERSITY,Haryana,Sonipat,www.rishihood.edu.in,2020,Rural
U-0652,RKDF UNIVERSITY,Madhya Pradesh,Bhopal,www.rkdf.ac.in,2011,Urban
U-0647,"R K University, Rajkot",Gujarat,Rajkot,http://www.rku.ac.in,2005,Rural
U-0847,RNB GLOBAL UNIVERSITY,Rajasthan,Bikaner,www.rnbglobal.edu.in,2015,Rural
U-1405,Rungta International Skills University,Chhattisgarh,Durg,https://rungta.ac.in/,-,Urban
U-1156,RV UNIVERSITY,Karnataka,Bengaluru Urban,rvu.edu.in,2021,Urban
U-0125,Sabarmati University,Gujarat,Ahmedabad,www.sabarmatiuniversity.edu.in,2009,Urban
U-0916,SAGE UNIVERSITY,Madhya Pradesh,Indore,www.sageuniversity.in,2017,Urban
U-0820,SAI NATH UNIVERSITY,Jharkhand,Ranchi,sainathuniversity.com,2012,Rural
U-0870,SAI TIRUPATI UNIVERSITY,Rajasthan,Udaipur,www.saitirupatiuniversity.ac.in,2016,Rural
U-1128,SAI UNIVERSITY,Tamil Nadu,Chennai,https://saiuniversity.edu.in,2018,Rural
U-1121,SAM GLOBAL UNIVERSITY,Madhya Pradesh,Raisen,www.samglobaluniversity.ac.in,2019,Rural
U-0877,Sandip University,Maharashtra,Nashik,www.sandipuniversity.edu.in,2015,Rural
U-1041,SANDIP UNIVERSITY,Bihar,Madhubani,https://www.sandipuniversity.edu.in/sijoul,2017,Rural
