Sr.No, Round  , Institute                                                                      , Program                                                                                                                                      , Stream                                                 , Seat Type      , Quota     , Category          , Opening Rank, Closing Rank
 1037, Round 1, "Govt. College of Engg. & Textile Technology, Berhampore"                      , Textile Technology                                                                                                                           , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - B           ,        20816,        21164
 1038, Round 1, "Techno Main Salt Lake, Sector-V, Salt Lake"                                   , Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW)                                                          , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         5910,         7487
 1039, Round 1, "Heritage Institute of Technology, Kolkata"                                    , Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW)                                                          , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         4052,         4457
 1040, Round 1, "Rcc Institute of Information Technology, Kolkata"                             , Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW)                                                          , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        14909,        16904
 1041, Round 1, Swami Vivekananda University                                                   , Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW)                                                          , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        23563,        35344
 1042, Round 1, "Guru Nanak Institute of Technology, Panihati, Sodepur"                        , Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW)                                                          , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        13922,        17496
 1043, Round 1, "Narula Institute of Technology, Agarpara, Kolkata"                            , Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW)                                                          , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        11566,        15678
 1044, Round 1, "Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan"             , Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW)                                                          , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        38210,        39795
 1045, Round 1, "Future Institute of Technology, Boral, Garia"                                 , Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW)                                                          , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        24975,        32399
 1046, Round 1, "Asansol Engineering College, Asansol, Burdwan"                                , Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW)                                                          , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         8336,        23854
 1047, Round 1, "Dr. B. C. Roy Engineering College, Durgapur"                                  , Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW)                                                          , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        18773,        22515
 1048, Round 1, "Dr. B. C. Roy Engineering College, Durgapur"                                  , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        24337,        97669
 1049, Round 1, "Dr. B. C. Roy Engineering College, Durgapur"                                  , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       408212,       857261
