Sr.No, Round  , Institute                                                                      , Program                                                                                                                                      , Stream                                                 , Seat Type      , Quota     , Category          , Opening Rank, Closing Rank
  929, Round 1, "Bengal College of Engineering & Technology, Durgapur"                         , Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW)                                                          , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        25889,        25889
  930, Round 1, "Siliguri Institute of Technology, Siliguri"                                   , Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW)                                                          , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        19189,        35973
  931, Round 1, "Jis College of Engineering, Kalyani, Nadia"                                   , Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW)                                                          , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         9973,        23168
  932, Round 1, "Kalyani Goverment Engineering College, Kalyani, Nadia"                        , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - A           ,         7097,         9075
  933, Round 1, "Kalyani Goverment Engineering College, Kalyani, Nadia"                        , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Open              ,         2447,         4249
  934, Round 1, "Kalyani Goverment Engineering College, Kalyani, Nadia"                        , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, ST                ,        34629,        46005
  935, Round 1, "Kalyani Goverment Engineering College, Kalyani, Nadia"                        , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Open (PwD)        ,        70663,        76469
  936, Round 1, "Kalyani Goverment Engineering College, Kalyani, Nadia"                        , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, SC                ,        11131,        14322
  937, Round 1, "Ramkrishna Mahato Government Engineering College, Purulia"                    , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, SC                ,        20554,        28582
  938, Round 1, "Cooch Behar Government Engineering College, Cooch Behar"                      , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Open              ,         5731,        14990
  939, Round 1, "BENGAL SCHOOL OF TECHNOLOGY, SUGANDHA, HOOGHLY"                               , B.Pharm/Pharmaceutical Technology                                                                                                            , B. Pharma                                              , WBJEE Seats    , Home State, SC                ,        55602,        68698
  940, Round 1, "P.G. INSTITUTE OF MEDICAL SCIENCES, CHANDRAKONA"                              , B.Pharm/Pharmaceutical Technology                                                                                                            , B. Pharma                                              , WBJEE Seats    , Home State, SC                ,        65500,        87918
  941, Round 1, "P.G. INSTITUTE OF MEDICAL SCIENCES, CHANDRAKONA"                              , B.Pharm/Pharmaceutical Technology                                                                                                            , B. Pharma                                              , WBJEE Seats    , Home State, OBC - A           ,        50937,        90828
  942, Round 1, "Cooch Behar Government Engineering College, Cooch Behar"                      , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - B           ,        15502,        16335
  943, Round 1, "Cooch Behar Government Engineering College, Cooch Behar"                      , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, SC                ,        15137,        25607
  944, Round 1, "Cooch Behar Government Engineering College, Cooch Behar"                      , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, ST                ,        59791,        87951
  945, Round 1, "Ghani Khan Choudhury Institute of Engineering & Technology, Malda"            , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       105002,       128673
  946, Round 1, "Ghani Khan Choudhury Institute of Engineering & Technology, Malda"            , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, EWS               ,        25822,        31241
  947, Round 1, "Ghani Khan Choudhury Institute of Engineering & Technology, Malda"            , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - A           ,        19551,        24284
  948, Round 1, "Ghani Khan Choudhury Institute of Engineering & Technology, Malda"            , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, ST                ,        33387,        33387
  949, Round 1, "Ghani Khan Choudhury Institute of Engineering & Technology, Malda"            , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, SC                ,        26763,        30423
  950, Round 1, "Dr. B. C. Roy Engineering College, Durgapur"                                  , Computer Science And Design - TFW                                                                                                            , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        26054,        31926
  951, Round 1, "Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia"                       , Agricultural Engineering (TFW)                                                                                                               , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         4664,         4664
  952, Round 1, "FACULTY OF TECHNOLOGY, UTTAR BANGA KRISHI VISWAVIDYALAYA"                     , Agricultural Engineering (TFW)                                                                                                               , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        10180,        12417
  953, Round 1, "Jis College of Engineering, Kalyani, Nadia"                                   , Agricultural Engineering (TFW)                                                                                                               , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        37278,        37278
  954, Round 1, "Adamas University, Barasat"                                                   , Electrical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       443248,       443248
  955, Round 1, "Ghani Khan Choudhury Institute of Engineering & Technology, Malda"            , Electrical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Open (PwD)        ,        98498,        98498
  956, Round 1, "Ghani Khan Choudhury Institute of Engineering & Technology, Malda"            , Electrical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - A           ,        14880,        23720
  957, Round 1, Jadavpur University                                                            , PRINTING ENGINEERING                                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,         1594,         1889
  958, Round 1, Jadavpur University                                                            , PRINTING ENGINEERING                                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - A           ,         6765,         7129
  959, Round 1, Jadavpur University                                                            , PRINTING ENGINEERING                                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - B           ,         4617,         4929
  960, Round 1, "Ghani Khan Choudhury Institute of Engineering & Technology, Malda"            , Electrical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, SC                ,        22973,        28589
  961, Round 1, "Ghani Khan Choudhury Institute of Engineering & Technology, Malda"            , Electrical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, EWS               ,        19073,        24204
  962, Round 1, "Ghani Khan Choudhury Institute of Engineering & Technology, Malda"            , Electrical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, ST                ,        98118,        98118
  963, Round 1, "Ghani Khan Choudhury Institute of Engineering & Technology, Malda"            , Electrical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,        90195,       103227
  964, Round 1, "Ghani Khan Choudhury Institute of Engineering & Technology, Malda"            , Electrical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,         8886,        13125
  965, Round 1, "Ghani Khan Choudhury Institute of Engineering & Technology, Malda"            , Electrical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - B           ,        13549,        15808
  966, Round 1, "Global Institute of Management and Technology, Krishnanagar, Nadia"           , Electrical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,         8456,         8456
  967, Round 1, "Abacus Institute of Engineering & Management, Mogra, Hooghly"                 , Electrical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       309207,      1232838
  968, Round 1, "Abacus Institute of Engineering & Management, Mogra, Hooghly"                 , Electrical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        15420,        97681
  969, Round 1, "Bankura Unnayani Institute of Engineering, Bankura"                           , Electrical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       399960,       824290
  970, Round 1, "Bankura Unnayani Institute of Engineering, Bankura"                           , Electrical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        25099,        95514
  971, Round 1, "Academy of Technology, Adisaptagram, Hooghly"                                 , Electrical & Electronics Engineering (TFW)                                                                                                   , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        19557,        20980
  972, Round 1, "Academy of Technology, Adisaptagram, Hooghly"                                 , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         3097,        11045
  973, Round 1, "Seacom Engineering College, Sankrail, Howrah"                                 , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        28932,        36268
  974, Round 1, "Swami Vivekananda Institute of Science & Technology, Sonarpur"                , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        17952,        32863
  975, Round 1, Jadavpur University                                                            , Construction Engineering                                                                                                                     , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, EWS               ,         3829,         4035
  976, Round 1, Jadavpur University                                                            , Metallurgical Engineering                                                                                                                    , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - B           ,         3020,         3338
  977, Round 1, Jadavpur University                                                            , Metallurgical Engineering                                                                                                                    , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, EWS               ,         2854,         2886
  978, Round 1, TECHNO BENGAL INSTITUTE OF TECHNOLOGY                                          , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        18915,        33162
  979, Round 1, "Govt. College of Engineering & Ceramic Technology, Kolkata"                   , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         2504,         3967
  980, Round 1, "Ramkrishna Mahato Government Engineering College, Purulia"                    , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         5568,         7155
  981, Round 1, "Siliguri Institute of Technology, Siliguri"                                   , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        11900,        31400
  982, Round 1, "Jis University, Agarpara"                                                     , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        19684,        27947
  983, Round 1, "Govt. College of Engg. & Textile Technology, Berhampore"                      , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         7220,         7478
  984, Round 1, "Supreme Knowledge Foundation Group of Institutions, Mankundu, Hooghly"        , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        12683,        35715
  985, Round 1, ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE                       , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         6313,         6313
  986, Round 1, "Dream Institute of Technology, Bishnupur, 24-Parganas-South"                  , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        27952,        36869
  987, Round 1, "Dr. B. C. Roy Engineering College, Durgapur"                                  , Computer Science And Design                                                                                                                  , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        13915,        96651
  988, Round 1, "Dr. B. C. Roy Engineering College, Durgapur"                                  , Computer Science And Design                                                                                                                  , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       237749,       658406
  989, Round 1, "Dr. B. C. Roy Engineering College, Durgapur"                                  , Mechanical Engineering (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        25254,        27044
  990, Round 1, Jadavpur University                                                            , Mechanical Engineering (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,          934,         1281
  991, Round 1, "Heritage Institute of Technology, Kolkata"                                    , Mechanical Engineering (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         7194,         9325
  992, Round 1, "Cooch Behar Government Engineering College, Cooch Behar"                      , Mechanical Engineering (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        13351,        13547
  993, Round 1, Jadavpur University                                                            , Metallurgical Engineering                                                                                                                    , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,         1268,         1362
  994, Round 1, Jadavpur University                                                            , Metallurgical Engineering                                                                                                                    , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - A           ,         4287,         4894
  995, Round 1, Jadavpur University                                                            , Metallurgical Engineering                                                                                                                    , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, ST                ,        35184,        37446
  996, Round 1, "Ghani Khan Choudhury Institute of Engineering & Technology, Malda"            , Mechanical Engineering (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        17653,        17653
  997, Round 1, DARJEELING HILL INSTITUTE OF TECHNOLOGY AND MANAGEMENT                         , Mechanical Engineering (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        43534,        53179
  998, Round 1, "Ramkrishna Mahato Government Engineering College, Purulia"                    , Mechanical Engineering (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         6017,        13478
  999, Round 1, "Govt. College of Engg. & Textile Technology, Berhampore"                      , Mechanical Engineering (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        14024,        14984
 1000, Round 1, "Techno India University, Salt Lake"                                           , Mechanical Engineering (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        21350,        21350
 1001, Round 1, "Jalpaiguri Goverment Engineering College,Jalpaiguri"                          , Mechanical Engineering (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         4247,         4503
 1002, Round 1, "Haldia Institute of Technology, Haldia, Purba Medinipur"                      , Mechanical Engineering (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        12978,        22593
 1003, Round 1, "Kalyani Goverment Engineering College, Kalyani, Nadia"                        , Mechanical Engineering (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         3818,         3973
 1004, Round 1, "Abacus Institute of Engineering & Management, Mogra, Hooghly"                 , Civil Engineering                                                                                                                            , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       257169,       568190
 1005, Round 1, "Abacus Institute of Engineering & Management, Mogra, Hooghly"                 , Civil Engineering                                                                                                                            , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, SC                ,        91635,        96393
 1006, Round 1, "Abacus Institute of Engineering & Management, Mogra, Hooghly"                 , Civil Engineering                                                                                                                            , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        24622,        74777
 1007, Round 1, "Abacus Institute of Engineering & Management, Mogra, Hooghly"                 , Civil Engineering                                                                                                                            , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - A           ,        75540,        91895
 1008, Round 1, "Abacus Institute of Engineering & Management, Mogra, Hooghly"                 , Civil Engineering                                                                                                                            , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - B           ,        75077,        93668
 1009, Round 1, "Bankura Unnayani Institute of Engineering, Bankura"                           , Civil Engineering                                                                                                                            , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        26959,        94513
 1010, Round 1, "Bankura Unnayani Institute of Engineering, Bankura"                           , Civil Engineering                                                                                                                            , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,      1024049,      1163853
 1011, Round 1, Jadavpur University                                                            , Metallurgical Engineering                                                                                                                    , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Open              ,         1409,         1970
 1012, Round 1, Jadavpur University                                                            , Metallurgical Engineering                                                                                                                    , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, SC                ,         7016,         8502
 1013, Round 1, University Of Calcutta                                                         , Jute & Fibre Technology                                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, SC                ,        15840,        23783
 1014, Round 1, "Birbhum Institute of Engineering & Technology, Suri, Birbhum"                 , Civil Engineering                                                                                                                            , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        51749,        75564
 1015, Round 1, "Birbhum Institute of Engineering & Technology, Suri, Birbhum"                 , Civil Engineering                                                                                                                            , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,      1162692,      1162692
 1016, Round 1, "Camellia Institute of Technology & Management, Bainchi, Hooghly"              , Civil Engineering                                                                                                                            , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        53073,        53073
 1017, Round 1, "Imps College of Engineering & Technology, Malda"                              , Civil Engineering                                                                                                                            , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        25714,        57476
 1018, Round 1, "Mallabhum Institute of Technology, Bishnupur, Bankura"                        , Civil Engineering                                                                                                                            , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        43694,        43694
 1019, Round 1, "UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY"                       , Civil Engineering                                                                                                                            , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,         6555,        20498
 1020, Round 1, "UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY"                       , Civil Engineering                                                                                                                            , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - A           ,        24275,        29428
 1021, Round 1, "UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY"                       , Civil Engineering                                                                                                                            , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - B           ,        21576,        23330
 1022, Round 1, "UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY"                       , Civil Engineering                                                                                                                            , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, ST                ,        62078,        62078
 1023, Round 1, "UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY"                       , Civil Engineering (TFW)                                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        18253,        19650
 1024, Round 1, DARJEELING HILL INSTITUTE OF TECHNOLOGY AND MANAGEMENT                         , Civil Engineering (TFW)                                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        32439,        46123
 1025, Round 1, "Techno India University, Salt Lake"                                           , Civil Engineering (TFW)                                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        21496,        21496
 1026, Round 1, "Jalpaiguri Goverment Engineering College,Jalpaiguri"                          , Civil Engineering (TFW)                                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         5310,         6722
 1027, Round 1, "Haldia Institute of Technology, Haldia, Purba Medinipur"                      , Civil Engineering (TFW)                                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        20457,        26198
 1028, Round 1, "Ramkrishna Mahato Government Engineering College, Purulia"                    , Civil Engineering (TFW)                                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         6832,        13171
 1029, Round 1, University Of Calcutta                                                         , Jute & Fibre Technology                                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, ST                ,        64325,        97389
 1030, Round 1, "Heritage Institute of Technology, Kolkata"                                    , Civil Engineering (TFW)                                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        16194,        18771
 1031, Round 1, "Cooch Behar Government Engineering College, Cooch Behar"                      , Civil Engineering (TFW)                                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        11935,        16829
 1032, Round 1, Jadavpur University                                                            , Civil Engineering (TFW)                                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         1956,         2639
 1033, Round 1, "Govt. College of Engg. & Textile Technology, Berhampore"                      , Textile Technology                                                                                                                           , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, ST                ,        71735,        95592
 1034, Round 1, "Govt. College of Engg. & Textile Technology, Berhampore"                      , Textile Technology                                                                                                                           , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - A           ,        20666,        24580
 1035, Round 1, "Govt. College of Engg. & Textile Technology, Berhampore"                      , Textile Technology                                                                                                                           , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Open              ,        11548,        19966
 1036, Round 1, "Govt. College of Engg. & Textile Technology, Berhampore"                      , Textile Technology                                                                                                                           , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, EWS               ,        31381,        38251
